return_id,order_id,product_id,return_date,return_reason,return_quantity,refund_amount
901738,225547,5120.0,2025-02-01,Changed Mind,2,48788.44
901739,225550,5124.0,2025-06-27,Quality Issue,2,69088.43
901740,225589,5096.0,2025-03-11,Quality Issue,2,31409.26
901741,225600,5218.0,2025-03-10,Damaged,1,44863.76
901742,225607,5133.0,2026-01-05,Damaged,1,41441.71
901743,225654,5160.0,2025-05-24,Size/Fit Issue,2,10467.54
901744,225678,5077.0,2025-03-23,Changed Mind,2,11778.45
901745,225680,5030.0,2025-09-23,Damaged,2,15296.15
901746,225681,5234.0,2025-11-03,Wrong Item,2,45583.52
901747,225685,5169.0,2025-06-05,Size/Fit Issue,2,15997.34
901748,225692,5082.0,2025-09-06,Damaged,2,46405.69
901749,225695,5021.0,2025-02-20,Damaged,2,54413.68
901750,225742,5126.0,2025-04-23,Wrong Item,1,57122.43
901751,225743,5226.0,2025-05-16,Quality Issue,1,19388.21
901752,225750,5134.0,2025-10-12,Late Delivery,2,43864.96
901753,225780,5080.0,2025-05-23,Size/Fit Issue,1,47261.7
901754,225800,5154.0,2025-06-15,Damaged,2,34614.97
901755,225822,5166.0,2025-06-19,Quality Issue,1,53312.09
901756,225830,5120.0,2025-07-06,Late Delivery,1,48788.44
901757,225832,5240.0,2025-04-24,Damaged,2,49657.21
901758,225921,5223.0,2025-07-28,Changed Mind,1,12713.13
901759,225922,5077.0,2025-07-18,Changed Mind,2,11158.53
901760,225932,5107.0,2025-08-18,Wrong Item,2,26240.75
901761,225945,5244.0,2025-02-16,Late Delivery,2,42981.04
901762,225949,5058.0,2025-04-16,Quality Issue,1,56367.74
901763,225950,5120.0,2025-12-02,Size/Fit Issue,2,46349.02
901764,225954,5123.0,2025-04-06,Size/Fit Issue,2,87710.22
901765,225960,5059.0,2025-04-14,Size/Fit Issue,1,48059.88
901766,225999,5097.0,2025-02-23,Late Delivery,1,42534.59
901767,226006,5087.0,2025-12-20,Size/Fit Issue,1,6142.77
901768,226009,5103.0,2025-12-12,Damaged,1,62013.02
901769,226014,5147.0,2025-08-17,Quality Issue,2,46312.08
901770,226019,5218.0,2025-07-21,Size/Fit Issue,1,50141.85
901771,226024,5222.0,2025-08-24,Quality Issue,2,35523.97
901772,226025,5029.0,2025-03-24,Changed Mind,2,61424.25
901773,226026,5238.0,2025-03-22,Damaged,2,19560.6
901774,226029,5041.0,2025-08-14,Size/Fit Issue,1,24919.58
901775,226037,5192.0,2025-09-26,Quality Issue,2,33552.81
901776,226040,5173.0,2025-10-22,Damaged,1,56694.84
901777,226044,5179.0,2025-11-03,Damaged,2,22003.08
901778,226056,5069.0,2025-12-21,Changed Mind,1,51801.92
901779,226073,5141.0,2025-08-08,Size/Fit Issue,1,53573.63
901780,226083,5196.0,2025-07-02,Quality Issue,2,38203.27
901781,226088,5213.0,2025-01-28,Damaged,1,26560.22
901782,226089,5147.0,2025-07-03,Changed Mind,1,41166.3
901783,226106,5030.0,2025-04-19,Size/Fit Issue,1,17995.47
901784,226108,5193.0,2025-05-27,Changed Mind,1,36270.33
901785,226122,5141.0,2025-09-09,Size/Fit Issue,1,56725.02
901786,226141,5125.0,2025-12-14,Quality Issue,2,5886.4
901787,226175,5046.0,2025-03-15,Late Delivery,2,46026.57
901788,226192,5039.0,2025-03-22,Size/Fit Issue,1,47535.78
901789,226212,5115.0,2025-12-14,Size/Fit Issue,2,67383.95
901790,226218,5009.0,2025-02-22,Late Delivery,2,21220.74
901791,226221,5111.0,2025-10-14,Damaged,1,62789.53
901792,226223,5091.0,2025-10-19,Damaged,1,23120.14
901793,226231,5127.0,2025-06-25,Late Delivery,2,55557.48
901794,226232,5234.0,2025-05-26,Size/Fit Issue,2,45583.52
901795,226236,5216.0,2025-09-27,Changed Mind,2,4475.54
901796,226237,5217.0,2025-06-27,Size/Fit Issue,2,8615.51
901797,226238,5035.0,2025-04-25,Wrong Item,2,21801.91
901798,226248,5108.0,2025-07-03,Quality Issue,2,60465.02
901799,226272,5165.0,2025-04-16,Size/Fit Issue,2,58150.81
901800,226277,5217.0,2025-06-18,Changed Mind,2,8615.51
901801,226296,5028.0,2025-05-23,Damaged,1,17420.0
901802,226307,5076.0,2025-05-27,Wrong Item,1,38008.49
901803,226313,5003.0,2025-12-08,Late Delivery,1,67733.12
901804,226314,5249.0,2025-05-13,Size/Fit Issue,1,33907.55
901805,226353,5124.0,2025-10-28,Late Delivery,2,36576.22
901806,226361,5024.0,2025-09-02,Wrong Item,1,50105.74
901807,226374,5168.0,2025-02-08,Size/Fit Issue,1,44844.95
901808,226391,5058.0,2025-02-03,Size/Fit Issue,2,112735.47
901809,226395,5038.0,2025-01-22,Quality Issue,2,4014.35
901810,226396,5184.0,2025-06-22,Changed Mind,1,39169.08
901811,226420,5247.0,2025-07-14,Quality Issue,2,64691.34
901812,226441,5161.0,2025-05-05,Late Delivery,1,67037.98
901813,226471,5011.0,2025-09-03,Size/Fit Issue,1,56612.09
901814,226473,5188.0,2025-12-22,Changed Mind,1,11834.14
901815,226506,5231.0,2025-12-31,Damaged,2,34588.14
901816,226508,5072.0,2025-11-10,Wrong Item,2,86730.07
901817,226511,5015.0,2025-07-21,Damaged,2,46970.63
901818,226513,5008.0,2025-11-14,Wrong Item,2,67936.27
901819,226549,5106.0,2025-12-30,Quality Issue,2,87679.15
901820,226563,5109.0,2026-01-14,Damaged,1,70231.76
901821,226567,5108.0,2025-12-06,Damaged,2,30232.51
901822,226575,5090.0,2025-01-21,Size/Fit Issue,1,56217.93
901823,226626,5124.0,2025-11-24,Quality Issue,2,40640.25
901824,226628,5228.0,2025-10-11,Changed Mind,2,22490.1
901825,226629,5101.0,2025-04-11,Wrong Item,1,30247.97
901826,226634,5068.0,2025-03-21,Size/Fit Issue,2,2245.73
901827,226649,5213.0,2025-11-12,Damaged,2,66400.56
901828,226663,5187.0,2025-07-22,Late Delivery,2,55244.46
901829,226670,5026.0,2025-04-04,Damaged,1,77725.16
901830,226672,5077.0,2025-05-27,Damaged,1,11778.45
901831,226716,5208.0,2025-06-03,Wrong Item,1,42674.98
901832,226726,5081.0,2025-05-04,Size/Fit Issue,2,15195.23
901833,226784,5067.0,2025-09-26,Late Delivery,2,6663.94
901834,226808,5246.0,2025-09-18,Damaged,1,52201.87
901835,226820,5125.0,2025-11-26,Changed Mind,2,13080.9
901836,226825,5107.0,2025-12-27,Late Delivery,1,32800.94
901837,226835,5070.0,2025-07-19,Late Delivery,1,28977.18
901838,226869,5004.0,2025-09-14,Late Delivery,1,25005.51
901839,226874,5123.0,2025-02-14,Wrong Item,2,41662.35
901840,226881,5144.0,2025-08-30,Quality Issue,1,16645.69
901841,226909,5241.0,2025-02-03,Late Delivery,1,50135.94
901842,226911,5086.0,2026-01-01,Wrong Item,1,20624.85
901843,226927,5068.0,2025-06-10,Changed Mind,2,2245.73
901844,226932,5100.0,2025-05-10,Quality Issue,1,5350.32
901845,226942,5188.0,2025-06-10,Changed Mind,1,11211.29
901846,226950,5024.0,2025-05-24,Damaged,2,43842.53
901847,226951,5143.0,2025-02-25,Changed Mind,2,90983.02
901848,226966,5036.0,2025-04-11,Size/Fit Issue,1,23594.59
901849,226988,5122.0,2025-02-27,Size/Fit Issue,2,14520.43
901850,227031,5188.0,2025-09-06,Quality Issue,1,8719.89
901851,227125,5066.0,2025-06-19,Changed Mind,2,985.94
901852,227139,5131.0,2025-12-19,Late Delivery,1,16600.55
901853,227148,5203.0,2025-08-28,Changed Mind,1,55564.81
901854,227180,5151.0,2025-03-06,Damaged,1,39500.89
901855,227182,5117.0,2025-12-18,Late Delivery,1,20852.31
901856,227187,5216.0,2025-07-22,Size/Fit Issue,1,4475.54
901857,227208,5072.0,2025-07-17,Quality Issue,2,43365.03
901858,227212,5036.0,2025-09-04,Size/Fit Issue,2,67413.12
901859,227215,5005.0,2025-11-27,Late Delivery,2,16785.11
901860,227219,5076.0,2025-12-08,Damaged,2,40120.08
901861,227226,5081.0,2025-10-09,Changed Mind,2,30390.46
901862,227235,5234.0,2025-04-28,Damaged,2,101296.72
901863,227307,5140.0,2025-01-21,Damaged,1,36072.98
901864,227310,5001.0,2025-10-27,Wrong Item,1,6774.13
901865,227312,5237.0,2025-04-25,Late Delivery,1,13762.51
901866,227343,5197.0,2025-11-03,Quality Issue,1,28049.13
901867,227351,5013.0,2025-07-27,Late Delivery,1,48487.4
901868,227417,5022.0,2025-10-22,Late Delivery,2,50582.29
901869,227423,5228.0,2025-03-13,Changed Mind,1,11245.05
901870,227426,5017.0,2025-11-15,Size/Fit Issue,1,15128.15
901871,227439,5019.0,2025-05-08,Late Delivery,1,48479.03
901872,227447,5146.0,2025-06-18,Quality Issue,2,27448.23
901873,227449,5198.0,2025-05-18,Changed Mind,2,41278.01
901874,227457,5075.0,2025-08-28,Size/Fit Issue,1,24854.06
901875,227478,5014.0,2025-02-22,Damaged,1,7806.43
901876,227484,5050.0,2025-06-28,Changed Mind,2,47913.98
901877,227506,5192.0,2025-09-05,Changed Mind,2,29824.72
901878,227512,5134.0,2025-02-11,Size/Fit Issue,2,82856.04
901879,227520,5057.0,2026-01-09,Wrong Item,1,30645.38
901880,227527,5201.0,2025-10-09,Quality Issue,1,41544.94
901881,227596,5068.0,2025-07-31,Late Delivery,2,3047.77
901882,227598,5175.0,2025-07-06,Damaged,2,37820.94
901883,227599,5084.0,2025-09-04,Damaged,2,49285.52
901884,227605,5094.0,2025-01-17,Damaged,2,40095.84
901885,227618,5141.0,2025-06-14,Wrong Item,1,56725.02
901886,227620,5076.0,2025-12-13,Damaged,2,40120.08
901887,227633,5041.0,2025-06-24,Quality Issue,2,52954.1
901888,227648,5174.0,2025-02-24,Quality Issue,1,29837.6
901889,227651,5130.0,2025-05-08,Damaged,2,44427.85
901890,227658,5146.0,2025-04-19,Size/Fit Issue,2,27448.23
901891,227686,5121.0,2025-06-24,Wrong Item,2,80114.85
901892,227703,5177.0,2025-12-23,Changed Mind,2,11970.85
901893,227737,5027.0,2025-09-29,Damaged,1,55514.01
901894,227773,5048.0,2025-02-09,Late Delivery,2,60238.48
901895,227801,5161.0,2025-08-20,Wrong Item,1,53630.38
901896,227805,5047.0,2025-12-18,Size/Fit Issue,2,7825.99
901897,227832,5243.0,2025-04-21,Damaged,1,50341.38
901898,227849,5009.0,2026-01-16,Quality Issue,1,23873.33
901899,227861,5118.0,2025-05-22,Damaged,2,59657.05
901900,227867,5145.0,2025-05-22,Size/Fit Issue,2,50582.17
901901,227891,5038.0,2025-12-04,Quality Issue,2,3305.93
901902,227894,5084.0,2025-01-14,Damaged,1,43124.83
901903,227895,5232.0,2025-07-14,Quality Issue,2,7817.33
901904,227907,5187.0,2025-08-14,Size/Fit Issue,1,55244.46
901905,227911,5187.0,2025-06-06,Wrong Item,2,104964.47
901906,227931,5211.0,2025-11-27,Damaged,2,31932.17
901907,227941,5033.0,2025-10-21,Quality Issue,2,68821.11
901908,227951,5226.0,2026-01-14,Wrong Item,2,36837.6
901909,227952,5134.0,2025-03-03,Late Delivery,1,43864.96
901910,227972,5156.0,2025-02-28,Changed Mind,2,48173.87
901911,227977,5117.0,2025-04-21,Wrong Item,1,19693.85
901912,227980,5059.0,2025-10-12,Late Delivery,2,102127.24
901913,227982,5106.0,2025-02-12,Late Delivery,1,43839.58
901914,228007,5048.0,2025-10-03,Wrong Item,1,30119.24
901915,228026,5241.0,2025-06-27,Wrong Item,1,53269.43
901916,228046,5182.0,2025-06-04,Quality Issue,2,88787.36
901917,228048,5188.0,2025-06-08,Late Delivery,1,12456.99
901918,228058,5071.0,2025-08-19,Changed Mind,1,955.85
901919,228062,5200.0,2025-02-14,Size/Fit Issue,2,21134.67
901920,228065,5229.0,2025-10-30,Size/Fit Issue,1,56611.93
901921,228076,5035.0,2025-03-09,Size/Fit Issue,2,19621.72
901922,228097,5193.0,2025-04-04,Size/Fit Issue,1,32240.3
901923,228100,5025.0,2025-04-21,Damaged,2,12943.78
901924,228101,5138.0,2025-10-07,Quality Issue,1,47545.8
901925,228139,5028.0,2025-06-17,Late Delivery,1,14669.47
901926,228163,5081.0,2025-03-06,Damaged,1,15195.23
901927,228195,5059.0,2025-02-21,Size/Fit Issue,1,54067.36
901928,228222,5071.0,2025-10-05,Size/Fit Issue,1,1006.16
901929,228228,5148.0,2025-07-15,Damaged,1,6025.99
901930,228261,5025.0,2025-10-29,Late Delivery,1,5501.11
901931,228288,5102.0,2025-07-01,Quality Issue,1,19500.88
901932,228289,5232.0,2025-04-30,Quality Issue,2,6583.02
901933,228333,5114.0,2025-05-13,Damaged,2,9289.76
901934,228362,5029.0,2025-03-08,Size/Fit Issue,1,61424.25
901935,228373,5001.0,2025-12-04,Changed Mind,2,13548.25
901936,228392,5019.0,2025-10-30,Damaged,2,91571.5
901937,228407,5056.0,2025-09-29,Quality Issue,2,8053.46
901938,228410,5194.0,2025-03-25,Damaged,1,21523.77
901939,228417,5217.0,2025-06-22,Size/Fit Issue,2,17231.02
901940,228420,5056.0,2025-03-03,Late Delivery,1,3789.86
901941,228456,5246.0,2025-12-11,Changed Mind,2,61413.96
901942,228459,5208.0,2025-08-15,Wrong Item,2,42674.98
901943,228477,5091.0,2025-12-28,Size/Fit Issue,2,25689.04
901944,228486,5010.0,2025-03-08,Size/Fit Issue,2,48360.23
901945,228525,5235.0,2025-12-02,Late Delivery,2,81584.84
901946,228555,5136.0,2025-11-17,Quality Issue,2,100283.03
901947,228595,5195.0,2025-08-06,Wrong Item,1,58669.03
901948,228602,5146.0,2025-07-29,Quality Issue,1,21958.58
901949,228613,5064.0,2025-11-04,Damaged,1,1071.6
901950,228642,5186.0,2025-08-29,Size/Fit Issue,1,15772.28
901951,228673,5041.0,2025-11-27,Size/Fit Issue,1,29592.0
901952,228710,5020.0,2025-03-02,Damaged,2,44196.78
901953,228719,5123.0,2025-03-12,Late Delivery,1,41662.35
901954,228738,5152.0,2025-12-29,Quality Issue,2,35818.43
901955,228753,5118.0,2025-06-03,Late Delivery,2,59657.05
901956,228775,5191.0,2025-12-27,Quality Issue,1,25708.91
901957,228777,5125.0,2025-12-26,Changed Mind,2,6213.43
901958,228818,5104.0,2025-12-04,Late Delivery,2,14643.7
901959,228845,5051.0,2025-05-01,Size/Fit Issue,2,9375.84
901960,228846,5145.0,2025-03-10,Size/Fit Issue,2,48053.06
901961,228849,5080.0,2025-08-23,Damaged,2,84020.8
901962,228885,5079.0,2025-04-16,Quality Issue,2,11031.76
901963,228911,5016.0,2025-05-22,Changed Mind,1,34847.13
901964,228913,5048.0,2025-07-13,Damaged,2,30119.24
901965,228915,5245.0,2025-08-10,Late Delivery,1,5700.75
901966,228919,5228.0,2025-03-27,Size/Fit Issue,1,7871.53
901967,228926,5058.0,2025-05-10,Size/Fit Issue,2,112735.47
901968,228949,5053.0,2025-02-17,Late Delivery,2,19608.79
901969,228951,5185.0,2025-06-17,Size/Fit Issue,1,10012.67
901970,228969,5059.0,2025-02-14,Quality Issue,1,60074.85
901971,228973,5193.0,2025-09-14,Size/Fit Issue,1,38285.35
901972,228992,5163.0,2025-09-18,Damaged,2,113154.34
901973,229004,5199.0,2025-12-24,Wrong Item,1,1695.34
901974,229037,5133.0,2025-11-25,Wrong Item,2,82883.42
901975,229041,5243.0,2025-02-07,Late Delivery,2,100682.76
901976,229060,5179.0,2025-08-09,Wrong Item,1,8801.23
901977,229071,5235.0,2025-11-26,Damaged,2,38645.45
901978,229079,5093.0,2025-04-06,Damaged,1,11220.18
901979,229084,5084.0,2025-09-14,Size/Fit Issue,2,55446.21
901980,229087,5120.0,2026-01-06,Size/Fit Issue,1,48788.44
901981,229100,5089.0,2025-09-20,Size/Fit Issue,1,35104.23
901982,229101,5217.0,2025-08-17,Changed Mind,1,9572.79
901983,229119,5153.0,2025-07-06,Late Delivery,1,46627.71
901984,229148,5059.0,2025-02-26,Damaged,2,120149.7
901985,229150,5123.0,2025-03-25,Quality Issue,2,37276.84
901986,229153,5013.0,2025-02-08,Size/Fit Issue,1,39930.8
901987,229158,5027.0,2025-06-05,Wrong Item,2,43177.56
901988,229178,5241.0,2025-02-24,Size/Fit Issue,1,62669.92
901989,229204,5162.0,2025-10-05,Quality Issue,2,12655.48
901990,229232,5224.0,2025-02-25,Changed Mind,1,31061.58
901991,229244,5149.0,2025-01-16,Damaged,2,65425.62
901992,229289,5222.0,2025-02-03,Quality Issue,1,30195.37
901993,229314,5213.0,2025-12-04,Changed Mind,1,23240.2
901994,229323,5232.0,2025-01-14,Changed Mind,1,6994.45
901995,229340,5136.0,2025-08-31,Quality Issue,1,47502.49
901996,229347,5243.0,2025-06-18,Wrong Item,1,42790.17
901997,229362,5099.0,2025-04-10,Quality Issue,1,24134.72
901998,229369,5169.0,2025-10-09,Late Delivery,2,30310.76
901999,229383,5014.0,2025-09-11,Size/Fit Issue,1,6635.47
902000,229384,5200.0,2025-01-29,Changed Mind,2,17405.02
902001,229388,5228.0,2025-12-31,Changed Mind,2,10682.8
902002,229461,5118.0,2025-08-30,Wrong Item,2,132571.22
902003,229476,5014.0,2026-01-04,Changed Mind,2,6635.47
902004,229484,5165.0,2025-05-26,Quality Issue,1,54730.18
902005,229500,5026.0,2025-07-30,Size/Fit Issue,2,139905.29
902006,229507,5215.0,2025-02-14,Late Delivery,2,32322.68
902007,229509,5055.0,2025-11-17,Late Delivery,1,50254.91
902008,229513,5191.0,2025-06-10,Damaged,2,51417.81
902009,229516,5222.0,2025-08-05,Quality Issue,2,56838.35
902010,229525,5195.0,2025-09-13,Changed Mind,2,58669.03
902011,229541,5151.0,2025-08-02,Late Delivery,1,41695.39
902012,229545,5088.0,2025-09-28,Size/Fit Issue,2,21198.99
902013,229558,5182.0,2025-02-06,Wrong Item,1,42174.0
902014,229574,5169.0,2025-07-01,Quality Issue,2,28626.83
902015,229592,5111.0,2025-05-10,Size/Fit Issue,1,66713.87
902016,229601,5058.0,2025-08-11,Quality Issue,2,106802.03
902017,229611,5197.0,2025-05-24,Wrong Item,2,56098.26
902018,229635,5150.0,2025-08-15,Changed Mind,1,35655.09
902019,229649,5020.0,2025-06-19,Changed Mind,2,44196.78
902020,229695,5212.0,2025-11-24,Quality Issue,1,3935.44
902021,229699,5222.0,2025-06-27,Damaged,1,31971.57
902022,229718,5206.0,2025-07-21,Quality Issue,1,55544.44
902023,229787,5019.0,2025-04-07,Quality Issue,2,53865.59
902024,229789,5110.0,2025-06-01,Quality Issue,1,46372.72
902025,229797,5017.0,2025-11-23,Size/Fit Issue,1,16018.04
902026,229800,5046.0,2025-09-15,Damaged,1,27944.7
902027,229814,5102.0,2025-02-09,Changed Mind,1,27858.4
902028,229823,5070.0,2025-11-27,Damaged,1,27452.07
902029,229844,5070.0,2025-11-02,Size/Fit Issue,2,28977.18
902030,229864,5235.0,2025-05-17,Size/Fit Issue,2,38645.45
902031,229876,5112.0,2025-01-19,Quality Issue,1,20509.39
902032,229880,5060.0,2025-09-14,Wrong Item,1,32134.48
902033,229910,5127.0,2025-05-05,Size/Fit Issue,2,23392.62
902034,229912,5010.0,2025-05-27,Changed Mind,1,60450.29
902035,229923,5067.0,2025-06-29,Wrong Item,1,6663.94
902036,229927,5093.0,2025-12-07,Changed Mind,1,13323.96
902037,229936,5091.0,2025-05-19,Quality Issue,1,21835.68
902038,229972,5043.0,2025-10-17,Damaged,1,29500.07
902039,229974,5247.0,2025-11-25,Wrong Item,1,25876.54
902040,229987,5003.0,2025-02-25,Wrong Item,1,67733.12
902041,229996,5018.0,2025-02-24,Quality Issue,1,31948.2
902042,230002,5038.0,2026-01-18,Size/Fit Issue,1,4722.76
902043,230012,5135.0,2025-07-03,Quality Issue,2,71777.47
902044,230054,5134.0,2025-06-04,Quality Issue,1,43864.96
902045,230059,5018.0,2025-07-29,Quality Issue,2,28753.38
902046,230073,5064.0,2025-12-06,Changed Mind,1,1018.02
902047,230089,5240.0,2025-05-21,Size/Fit Issue,2,55499.24
902048,230096,5124.0,2025-01-14,Size/Fit Issue,1,40640.25
902049,230099,5036.0,2025-12-05,Quality Issue,2,32021.23
902050,230110,5135.0,2025-11-16,Quality Issue,1,44860.92
902051,230115,5136.0,2025-03-16,Quality Issue,2,47502.49
902052,230136,5231.0,2025-05-28,Wrong Item,1,36509.71
902053,230141,5026.0,2025-03-18,Changed Mind,2,139905.29
902054,230144,5118.0,2025-05-17,Changed Mind,1,53028.49
902055,230153,5054.0,2025-07-04,Changed Mind,1,4393.11
902056,230156,5198.0,2025-11-09,Quality Issue,1,20639.01
902057,230160,5065.0,2025-01-08,Quality Issue,1,40262.19
902058,230166,5004.0,2025-07-26,Late Delivery,2,29418.25
902059,230216,5111.0,2025-12-06,Size/Fit Issue,1,62789.53
902060,230225,5226.0,2025-08-26,Changed Mind,1,19388.21
902061,230226,5032.0,2025-07-25,Size/Fit Issue,1,56573.38
902062,230245,5053.0,2025-07-01,Quality Issue,1,8715.02
902063,230246,5123.0,2025-08-23,Changed Mind,1,43855.11
902064,230260,5042.0,2025-12-14,Changed Mind,2,54299.82
902065,230265,5049.0,2025-07-16,Wrong Item,1,3230.57
902066,230268,5008.0,2025-08-02,Size/Fit Issue,2,64360.67
902067,230286,5084.0,2026-01-02,Damaged,1,61606.9
902068,230294,5040.0,2025-02-01,Size/Fit Issue,1,25999.86
902069,230337,5063.0,2025-03-05,Damaged,2,12942.11
902070,230341,5250.0,2025-10-19,Late Delivery,1,47686.48
902071,230365,5102.0,2025-05-28,Changed Mind,1,26465.48
902072,230378,5246.0,2025-11-11,Wrong Item,1,61413.96
902073,230395,5226.0,2025-07-26,Wrong Item,1,19388.21
902074,230422,5144.0,2025-12-17,Size/Fit Issue,1,17624.84
902075,230484,5085.0,2025-02-08,Size/Fit Issue,1,17754.82
902076,230490,5047.0,2025-04-20,Late Delivery,2,8695.54
902077,230523,5189.0,2025-08-27,Quality Issue,1,3168.17
902078,230560,5009.0,2025-11-25,Size/Fit Issue,1,25199.62
902079,230562,5226.0,2025-06-03,Wrong Item,1,18418.8
902080,230573,5077.0,2025-12-16,Late Delivery,2,22317.07
902081,230606,5067.0,2025-01-19,Quality Issue,1,5997.55
902082,230607,5208.0,2025-06-18,Changed Mind,2,53343.72
902083,230618,5013.0,2025-10-11,Size/Fit Issue,1,45635.2
902084,230629,5115.0,2025-01-30,Size/Fit Issue,2,60645.56
902085,230636,5063.0,2025-08-29,Changed Mind,1,12223.1
902086,230647,5195.0,2025-06-29,Quality Issue,2,58669.03
902087,230658,5042.0,2025-12-15,Quality Issue,1,67874.77
902088,230684,5135.0,2025-05-05,Wrong Item,2,40374.83
902089,230698,5141.0,2025-09-08,Size/Fit Issue,1,50422.24
902090,230702,5078.0,2025-03-09,Changed Mind,1,34641.26
902091,230708,5155.0,2025-02-09,Size/Fit Issue,2,1072.05
902092,230711,5218.0,2025-05-19,Size/Fit Issue,2,47502.81
902093,230723,5236.0,2025-03-24,Size/Fit Issue,2,59172.58
902094,230733,5124.0,2026-01-02,Changed Mind,1,34544.21
902095,230737,5049.0,2025-03-26,Changed Mind,2,3230.57
902096,230739,5199.0,2025-10-24,Quality Issue,2,1695.34
902097,230769,5207.0,2025-07-21,Size/Fit Issue,1,24287.8
902098,230780,5081.0,2025-05-01,Quality Issue,1,15195.23
902099,230783,5036.0,2025-03-01,Changed Mind,2,60671.81
902100,230789,5047.0,2025-07-22,Late Delivery,1,6956.43
902101,230790,5113.0,2025-02-08,Quality Issue,2,65422.16
902102,230835,5036.0,2025-02-05,Wrong Item,2,67413.12
902103,230858,5220.0,2025-11-10,Quality Issue,2,19770.73
902104,230860,5207.0,2025-02-22,Late Delivery,1,21859.02
902105,230871,5046.0,2025-12-28,Damaged,1,32876.12
902106,230910,5003.0,2025-04-19,Wrong Item,1,63970.17
902107,230915,5149.0,2025-08-21,Quality Issue,1,61982.16
902108,230916,5019.0,2025-05-22,Damaged,1,51172.31
902109,230936,5030.0,2025-05-30,Quality Issue,2,17995.47
902110,230995,5208.0,2025-09-01,Size/Fit Issue,1,48009.35
902111,231023,5148.0,2025-09-30,Late Delivery,1,6025.99
902112,231051,5111.0,2025-11-09,Wrong Item,1,74562.56
902113,231069,5229.0,2025-07-23,Changed Mind,2,50321.71
902114,231084,5224.0,2025-07-13,Changed Mind,2,27610.3
902115,231101,5127.0,2025-04-18,Damaged,2,58481.56
902116,231109,5215.0,2025-07-01,Damaged,1,30706.55
902117,231116,5167.0,2025-01-14,Wrong Item,2,4726.83
902118,231119,5099.0,2025-06-27,Quality Issue,1,22927.98
902119,231121,5165.0,2025-08-13,Wrong Item,1,68412.72
902120,231122,5138.0,2025-04-12,Quality Issue,1,45043.39
902121,231124,5044.0,2025-12-04,Quality Issue,2,21690.45
902122,231194,5069.0,2025-04-08,Quality Issue,1,42660.41
902123,231202,5103.0,2025-09-26,Quality Issue,2,96464.7
902124,231215,5063.0,2025-11-01,Changed Mind,2,28760.24
902125,231221,5112.0,2025-04-17,Quality Issue,1,18350.51
902126,231261,5158.0,2025-06-17,Damaged,2,88812.54
902127,231267,5078.0,2025-11-13,Damaged,2,31177.13
902128,231282,5173.0,2025-06-03,Late Delivery,1,56694.84
902129,231285,5047.0,2025-12-30,Damaged,1,8695.54
902130,231304,5195.0,2025-01-17,Late Delivery,1,52802.13
902131,231305,5011.0,2025-08-08,Quality Issue,1,53466.97
902132,231311,5244.0,2025-08-17,Wrong Item,1,20415.99
902133,231332,5043.0,2025-05-31,Wrong Item,2,34705.96
902134,231337,5226.0,2025-04-04,Damaged,1,16479.98
902135,231342,5245.0,2025-05-24,Changed Mind,1,6036.09
902136,231356,5134.0,2025-11-19,Size/Fit Issue,2,87729.93
902137,231358,5192.0,2025-02-16,Quality Issue,1,31688.76
902138,231359,5151.0,2025-03-09,Changed Mind,2,37306.4
902139,231364,5173.0,2025-05-27,Changed Mind,1,63364.82
902140,231381,5166.0,2025-03-01,Damaged,1,59235.66
902141,231383,5247.0,2025-02-17,Wrong Item,1,30728.39
902142,231385,5157.0,2025-06-09,Changed Mind,2,43525.09
902143,231402,5212.0,2025-04-23,Damaged,2,4398.43
902144,231411,5191.0,2025-04-14,Quality Issue,1,25708.91
902145,231435,5203.0,2025-12-16,Changed Mind,2,50008.33
902146,231543,5227.0,2025-02-02,Size/Fit Issue,2,33870.45
902147,231562,5076.0,2025-04-23,Damaged,2,67570.66
902148,231581,5191.0,2025-03-02,Changed Mind,2,27137.18
902149,231591,5233.0,2025-09-09,Wrong Item,2,108267.66
902150,231598,5098.0,2025-02-17,Late Delivery,1,44932.95
902151,231599,5246.0,2025-04-05,Damaged,2,104403.73
902152,231601,5077.0,2025-10-08,Late Delivery,2,11778.45
902153,231611,5090.0,2025-11-08,Quality Issue,1,56217.93
902154,231615,5153.0,2025-06-04,Damaged,1,52113.32
902155,231623,5014.0,2025-10-03,Quality Issue,1,7806.43
902156,231626,5196.0,2025-09-21,Size/Fit Issue,2,21224.04
902157,231627,5159.0,2025-12-20,Damaged,2,42740.68
902158,231628,5229.0,2025-08-04,Quality Issue,1,56611.93
902159,231681,5211.0,2025-02-03,Size/Fit Issue,1,37919.45
902160,231701,5033.0,2025-05-08,Size/Fit Issue,1,36322.25
902161,231715,5040.0,2025-03-08,Damaged,1,22099.88
902162,231726,5118.0,2025-06-24,Wrong Item,1,66285.61
902163,231739,5046.0,2026-01-19,Size/Fit Issue,1,31232.31
902164,231759,5110.0,2025-04-10,Size/Fit Issue,2,87592.93
902165,231771,5001.0,2025-03-24,Changed Mind,1,6061.06
902166,231788,5034.0,2025-09-26,Quality Issue,1,16600.56
902167,231794,5031.0,2025-12-13,Quality Issue,2,112810.83
902168,231837,5142.0,2025-03-17,Size/Fit Issue,1,42455.88
902169,231842,5129.0,2025-05-02,Wrong Item,1,859.65
